workclass,education-num,marital-status,sex,hours-per-week,native-country,decision
 Private,9, Never-married, Female,35, United-States, <=50K
 Federal-gov,9, Divorced, Male,40, United-States, <=50K
 Private,12, Never-married, Female,60, United-States, <=50K
 Private,9, Divorced, Female,25, United-States, <=50K
 Private,13, Never-married, Male,20, United-States, <=50K
 Private,9, Divorced, Female,36, United-States, <=50K
 Private,10, Never-married, Male,40, United-States, <=50K
 Private,3, Never-married, Male,40, El-Salvador, <=50K
 Private,10, Never-married, Female,35, United-States, <=50K
 ?,9, Married-civ-spouse, Male,20, United-States, <=50K
 Local-gov,9, Never-married, Male,40, Poland, <=50K
 Local-gov,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Divorced, Female,42, France, <=50K
 Private,13, Never-married, Female,40, United-States, <=50K
 Private,13, Never-married, Male,40, United-States, <=50K
 Private,10, Never-married, Male,8, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Local-gov,9, Separated, Female,40, United-States, <=50K
 Private,9, Divorced, Female,40, United-States, <=50K
 Private,11, Married-spouse-absent, Male,42, United-States, <=50K
 ?,3, Widowed, Female,30, United-States, <=50K
 Private,11, Never-married, Male,45, United-States, <=50K
 Private,10, Married-civ-spouse, Male,50, United-States, >50K
 Private,9, Divorced, Male,45, United-States, <=50K
 ?,11, Widowed, Female,38, United-States, <=50K
 Private,10, Never-married, Female,20, United-States, <=50K
 ?,10, Never-married, Male,24, United-States, <=50K
 ?,10, Never-married, Female,35, United-States, <=50K
 Private,13, Married-civ-spouse, Male,50, United-States, >50K
 Self-emp-inc,13, Married-civ-spouse, Male,80, United-States, >50K
 Private,9, Married-civ-spouse, Male,50, United-States, >50K
 Local-gov,10, Divorced, Male,50, United-States, <=50K
 Local-gov,10, Married-civ-spouse, Male,45, United-States, >50K
 Private,10, Divorced, Male,58, United-States, >50K
 Private,10, Married-civ-spouse, Female,40, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, United-States, >50K
 Private,10, Divorced, Female,9, United-States, <=50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,50, United-States, <=50K
 Self-emp-not-inc,14, Married-civ-spouse, Male,40, United-States, <=50K
 Private,7, Divorced, Female,46, Puerto-Rico, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,12, Married-civ-spouse, Female,50, United-States, >50K
 Private,15, Married-civ-spouse, Male,48, United-States, >50K
 Local-gov,8, Married-civ-spouse, Male,50, United-States, <=50K
 Private,2, Widowed, Female,30, United-States, <=50K
 Private,11, Separated, Male,40, United-States, <=50K
 Self-emp-inc,13, Never-married, Female,45, United-States, <=50K
 ?,9, Never-married, Female,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,16, Never-married, Male,40, United-States, <=50K
 Private,10, Never-married, Female,40, United-States, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,50, United-States, <=50K
 Private,9, Never-married, Female,45, United-States, <=50K
 Private,6, Married-civ-spouse, Female,8, United-States, <=50K
 Local-gov,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Never-married, Male,36, United-States, <=50K
 Private,10, Never-married, Male,40, United-States, <=50K
 Self-emp-not-inc,10, Divorced, Male,50, United-States, <=50K
 Self-emp-not-inc,9, Separated, Female,40, United-States, <=50K
 Private,7, Widowed, Female,40, United-States, <=50K
 Private,9, Married-civ-spouse, Female,40, United-States, <=50K
 Federal-gov,11, Divorced, Female,40, United-States, >50K
 Private,7, Never-married, Female,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Separated, Female,20, ?, <=50K
 Private,9, Married-civ-spouse, Female,32, United-States, <=50K
 Private,7, Married-civ-spouse, Male,40, Mexico, <=50K
 Private,13, Never-married, Male,55, United-States, <=50K
 Private,13, Married-civ-spouse, Male,35, United-States, >50K
 Private,10, Married-civ-spouse, Male,50, United-States, >50K
 Private,9, Never-married, Female,40, United-States, <=50K
 Self-emp-not-inc,13, Married-civ-spouse, Male,60, United-States, >50K
 Private,9, Never-married, Male,48, United-States, <=50K
 Self-emp-inc,14, Married-civ-spouse, Male,45, United-States, <=50K
 Private,4, Separated, Female,40, Mexico, <=50K
 Self-emp-not-inc,9, Separated, Male,35, United-States, <=50K
 Private,14, Divorced, Male,42, United-States, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,7, Never-married, Male,12, United-States, <=50K
 Private,11, Married-civ-spouse, Male,40, United-States, >50K
 Private,16, Never-married, Female,70, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, United-States, >50K
 ?,8, Never-married, Male,25, United-States, <=50K
 Self-emp-not-inc,12, Divorced, Female,35, United-States, <=50K
 Local-gov,13, Never-married, Female,40, United-States, <=50K
 Self-emp-not-inc,10, Married-civ-spouse, Male,45, United-States, <=50K
 ?,10, Married-civ-spouse, Male,30, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Self-emp-not-inc,13, Never-married, Male,40, United-States, <=50K
 Private,10, Never-married, Female,24, United-States, <=50K
 Private,10, Never-married, Male,60, United-States, <=50K
 Private,7, Never-married, Male,40, United-States, <=50K
 Private,6, Married-civ-spouse, Male,47, United-States, >50K
 Self-emp-inc,13, Divorced, Male,80, United-States, <=50K
 ?,9, Married-civ-spouse, Male,40, United-States, <=50K
 ?,9, Married-civ-spouse, Female,40, United-States, <=50K
 Private,4, Never-married, Male,48, United-States, >50K
 Private,13, Married-civ-spouse, Male,40, Canada, >50K
 Private,13, Never-married, Female,40, United-States, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 ?,10, Never-married, Female,25, United-States, <=50K
 Self-emp-not-inc,15, Married-civ-spouse, Male,50, United-States, >50K
 Private,10, Never-married, Male,40, United-States, <=50K
 Private,13, Never-married, Female,45, United-States, <=50K
 Private,13, Never-married, Male,40, United-States, <=50K
 Private,10, Never-married, Male,28, United-States, <=50K
 Private,4, Divorced, Female,40, United-States, <=50K
 Local-gov,5, Married-civ-spouse, Male,40, United-States, <=50K
 Self-emp-not-inc,12, Never-married, Male,40, United-States, <=50K
 Private,9, Never-married, Female,37, United-States, <=50K
 Private,14, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Local-gov,9, Separated, Male,40, United-States, <=50K
 Private,6, Never-married, Female,21, United-States, <=50K
 Private,14, Divorced, Female,60, United-States, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,50, United-States, <=50K
 Local-gov,13, Never-married, Male,40, United-States, <=50K
 Private,13, Never-married, Female,20, United-States, <=50K
 Private,9, Never-married, Male,60, United-States, <=50K
 Private,9, Married-civ-spouse, Male,45, United-States, <=50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,32, United-States, <=50K
 Self-emp-inc,13, Married-civ-spouse, Male,55, United-States, <=50K
 Private,15, Married-civ-spouse, Male,45, United-States, >50K
 Private,13, Never-married, Female,20, United-States, <=50K
 Private,7, Widowed, Female,20, United-States, <=50K
 Private,5, Widowed, Female,24, United-States, <=50K
 Private,11, Married-civ-spouse, Male,55, United-States, <=50K
 Private,5, Married-spouse-absent, Male,40, El-Salvador, <=50K
 Private,9, Never-married, Male,60, United-States, <=50K
 Private,9, Married-civ-spouse, Male,45, United-States, >50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,64, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, >50K
 Private,13, Married-civ-spouse, Male,26, United-States, >50K
 Self-emp-not-inc,10, Never-married, Female,40, United-States, <=50K
 Local-gov,6, Separated, Female,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,60, United-States, >50K
 Private,13, Married-civ-spouse, Female,40, United-States, >50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,60, United-States, <=50K
 Private,9, Never-married, Female,14, United-States, <=50K
 Private,13, Never-married, Male,40, United-States, <=50K
 Private,13, Married-civ-spouse, Male,60, United-States, >50K
 Self-emp-inc,3, Married-civ-spouse, Male,50, Cuba, <=50K
 Self-emp-not-inc,16, Married-civ-spouse, Male,60, United-States, >50K
 Private,9, Divorced, Male,55, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Never-married, Male,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,50, United-States, >50K
 Private,10, Married-civ-spouse, Male,45, United-States, <=50K
 Self-emp-inc,16, Separated, Male,40, United-States, >50K
 Local-gov,9, Divorced, Female,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,15, United-States, <=50K
 ?,9, Married-civ-spouse, Male,50, United-States, <=50K
 State-gov,13, Married-civ-spouse, Male,40, United-States, >50K
 Private,10, Never-married, Male,20, United-States, <=50K
 Private,9, Never-married, Male,50, United-States, <=50K
 Private,16, Married-civ-spouse, Male,40, Taiwan, >50K
 State-gov,10, Separated, Female,45, United-States, <=50K
 Private,9, Never-married, Female,32, United-States, <=50K
 State-gov,10, Never-married, Female,40, Philippines, <=50K
 ?,5, Widowed, Female,15, United-States, <=50K
 Private,9, Married-civ-spouse, Male,45, United-States, <=50K
 Private,4, Married-civ-spouse, Male,35, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, >50K
 Self-emp-not-inc,8, Married-civ-spouse, Male,40, United-States, >50K
 Private,14, Never-married, Male,60, United-States, <=50K
 Private,10, Never-married, Male,40, United-States, <=50K
 Local-gov,14, Never-married, Male,38, United-States, <=50K
 Private,10, Never-married, Female,25, United-States, <=50K
 Private,12, Divorced, Female,40, United-States, >50K
 State-gov,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, >50K
 ?,7, Married-spouse-absent, Female,40, South, <=50K
 Private,5, Never-married, Male,40, United-States, <=50K
 Federal-gov,10, Divorced, Male,40, United-States, <=50K
 ?,7, Never-married, Female,20, United-States, <=50K
 Self-emp-not-inc,7, Never-married, Male,10, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, United-States, >50K
 Self-emp-inc,9, Married-civ-spouse, Male,50, United-States, >50K
 Private,9, Never-married, Female,40, United-States, <=50K
 Private,8, Never-married, Male,16, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, Mexico, <=50K
 Private,9, Never-married, Male,45, United-States, <=50K
 Self-emp-not-inc,9, Widowed, Male,50, United-States, <=50K
 Local-gov,9, Never-married, Male,48, United-States, <=50K
 Private,11, Married-civ-spouse, Male,40, Portugal, >50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,40, United-States, >50K
 Local-gov,10, Separated, Male,40, United-States, <=50K
 State-gov,7, Never-married, Female,5, United-States, <=50K
 Private,9, Divorced, Female,40, United-States, <=50K
 ?,4, Never-married, Male,4, United-States, <=50K
 Local-gov,13, Married-civ-spouse, Female,55, United-States, <=50K
 Private,14, Never-married, Male,35, Dominican-Republic, <=50K
 Private,9, Never-married, Male,30, United-States, <=50K
 Local-gov,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Never-married, Female,45, United-States, <=50K
 Private,10, Married-civ-spouse, Male,50, United-States, <=50K
 Private,10, Never-married, Male,20, United-States, <=50K
 State-gov,13, Never-married, Female,20, United-States, <=50K
 ?,12, Never-married, Male,45, United-States, <=50K
 Private,14, Never-married, Male,60, United-States, >50K
 Private,14, Married-civ-spouse, Male,40, United-States, >50K
 Private,13, Never-married, Female,40, Poland, <=50K
 Private,9, Never-married, Female,20, United-States, <=50K
 Local-gov,13, Never-married, Male,50, United-States, <=50K
 Private,13, Widowed, Female,40, Cuba, <=50K
 Private,10, Never-married, Male,30, United-States, <=50K
 Self-emp-not-inc,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,16, Divorced, Female,65, United-States, >50K
 Private,13, Divorced, Female,50, United-States, >50K
 Private,8, Married-civ-spouse, Male,40, Jamaica, <=50K
 Private,10, Never-married, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,35, United-States, <=50K
 Private,7, Never-married, Male,25, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Divorced, Female,40, United-States, <=50K
 Private,13, Separated, Male,40, ?, <=50K
 Private,11, Married-civ-spouse, Male,40, United-States, <=50K
 Local-gov,13, Divorced, Female,35, Honduras, <=50K
 Private,9, Separated, Female,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 State-gov,9, Never-married, Female,40, United-States, <=50K
 Private,10, Never-married, Female,15, United-States, <=50K
 Private,13, Married-civ-spouse, Male,45, United-States, >50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,60, United-States, <=50K
 Private,13, Never-married, Male,40, United-States, <=50K
 Local-gov,9, Married-civ-spouse, Male,42, United-States, >50K
 Private,13, Married-civ-spouse, Male,45, United-States, >50K
 Private,13, Never-married, Male,40, ?, >50K
 Private,9, Married-civ-spouse, Female,40, United-States, <=50K
 Private,10, Never-married, Female,20, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, Mexico, <=50K
 Self-emp-not-inc,7, Married-civ-spouse, Male,59, ?, >50K
 Private,10, Never-married, Female,24, United-States, <=50K
 Private,10, Divorced, Female,40, United-States, <=50K
 Private,11, Married-civ-spouse, Male,45, United-States, <=50K
 Private,11, Never-married, Female,15, United-States, <=50K
 ?,10, Married-civ-spouse, Female,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Never-married, Female,36, United-States, <=50K
 State-gov,13, Married-civ-spouse, Male,50, United-States, <=50K
 Private,9, Widowed, Female,20, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, United-States, >50K
 Private,10, Never-married, Female,25, United-States, <=50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,72, United-States, <=50K
 Private,14, Never-married, Female,50, United-States, >50K
